,Nickname,LikedByAuthor,CommentText,Date,LikesCount,isBaseComment,RepliesCount,RepliesID
1427,brendon marwein,False,Sending you lots of love and energy. May we all evolve and grow even more,2021-03-01 07:10:16.525642,0,False,0,[]
1428,Renu Chettri,False,S,2021-03-01 07:10:16.526615,0,False,0,[]
1429,Apple lin,False,2021.❤️🌺❤️🌺,2021-03-01 07:10:16.528641,0,False,0,[]
1430,Christopher Farrell,False,Coldplay is the Band of Century,2021-03-01 07:10:16.751483,9,False,0,[]
1431,Maria das Graças moura Lopes,False,dvd.   Luccas Neto  @Christopher Farrell  6ujjm.,2021-03-01 07:10:16.752480,1,False,0,[]
1432,noelia cm,False,0,2021-03-01 07:10:16.753502,0,False,0,[]
1433,SkyFTW,False,We will manage to waddle with pink floyd.,2021-03-01 07:10:16.755473,1,False,0,[]
1434,ida,False,Aaaaaaa,2021-03-01 07:10:16.756490,0,False,0,[]
1435,Vitor Ramos,False, @Christopher Farrell  se,2021-03-01 07:10:16.757468,0,False,0,[]
1436,Cindy Jordan,False,Dance monkey and more songs.,2021-03-01 07:10:16.758464,0,False,0,[]
1437,Arthurtopping,False,wot,2021-04-01 07:10:16.761241,0,False,0,[]
1438,Falko Gijzen,False,Exactly my experience!,2021-05-01 07:10:16.763261,1,False,0,[]
1439,Christopher Anthony John Martin,False,"Hello Greetings
Thanks for your likes and comments on my official fan page I have noticed you.so I would appreciate if you contact me privately on my email address so that we can discuss
Email: christopheranthonyjohnmartin3@mail.com",2021-08-01 07:10:16.966320,0,False,0,[]
1440,sabixi23,False,"Thanks, this is my safe space in lockdown....my religion is music and this is truly a masterpiece of sound and love <3  The world needs to be run by humble and openminded people.... and war would be over.....",2021-04-01 07:10:17.519895,19,True,0,[]
1441,Har Gun,False,"Merinding
Amazing!",2021-06-01 07:10:17.521865,0,True,0,[]
1442,Dmitriy Sukhaninskiy,False,Это Битлз нашего времени .....,2021-06-01 07:10:17.523859,1,True,0,[]
1443,Emily Farndon,False,Wow...🧡🌅🌄💜,2021-08-01 07:10:17.525879,0,True,0,[]
1444,Bibam The Drone,False,Beautiful....,2021-10-01 07:10:17.527850,0,True,0,[]
1445,Antje Garten,False,Coldplay 🎶 erreicht mein Herz,2021-09-01 07:10:17.529868,0,True,0,[]
1446,G.A. Molina,False,COLDPLAY ES TAN INCREÍBLE QUE ME ACABO DE DAR CUENTA QUE SI TE LEVANTAS A LA MADRUGADA Y PONES ESTE LIVE ES MÁGICO!,2021-03-01 07:10:17.530841,16,True,1,[1460]
1447,Theodor18,False,"it was the best morning ever, I remember it",2021-09-01 07:10:17.532863,0,True,0,[]
1448,tsouli Nawfal,False,imagine being awaken by coldplay,2021-06-01 07:10:17.534830,2,True,0,[]
1449,dodiq Mahabbah 313,False,Amazing,2021-06-01 07:10:17.535852,0,True,0,[]
1450,claws of lion Welch,False,"A Masterpiece of spiritual sharing,
Brilliant,Saving Grace , I am in spiritual rejoicing, +Rejoicing+
Pure unaltered strength in such beautyand strength of ❤️❤️❤️❤️❤️❤️❤️❤️ heart *pure Love *",2021-06-01 07:10:17.537846,17,True,0,[]
1451,Min Azucarada,False,beautiful,2021-07-01 07:10:17.539818,0,True,0,[]
1452,Patricia Smith,False,"COLDPLAY HAS FIXED MY BOKEN SPIRIT...I NEED YOUR MUSIC EVERY DAY ..YOU ARE THE HEALING, MOST HOPEFUL BAND",2021-03-01 07:10:17.540814,16,True,0,[]
1453,FREE YOUR MIND 101,False,thank you so much coldplay i love you 3000,2021-09-01 07:10:17.542833,0,True,0,[]
1454,blu ribbon,False,I love you guys! Agnes from Poland :),2021-10-01 07:10:17.544835,1,True,0,[]
1455,Iná G,False,❤️🌟,2021-09-01 07:10:17.546823,0,True,0,[]
1456,Roxana Rojas Colmenares,False,"Daddy 😳 💕 Cry ,Cry, Cry 😅 Árabesque ❤ Coldplay te adoro ❤",2021-06-01 07:10:17.548817,1,True,0,[]
1457,Dennis Feldman,False,Still pitching a Broadway production! These songs translated.,2021-11-01 07:10:17.549814,0,True,0,[]
1458,Fabiano Barreto,False,"Música é CONEXÃO pura. Coldplay tem muita sensibilidade em se adaptar ao cenário e cultura por onde passam. Marca inconfundível como poucas bandas...uma das melhores VIBES que já vi, ouvi e senti...de arrepiar👏👏💔💔🙌",2021-03-01 07:10:17.550787,47,True,0,[]
1459,Francis Udeji,False,OMG!!! I can't believe there's an Igbo(A language from Eastern Nigeria) sample at 44:48. So cool :),2021-09-01 07:10:17.552806,0,True,0,[]
1460,Lic. Q.,False,Por que te levantas a la madrugada?,2021-03-01 07:10:17.739367,0,False,0,[]
1461,Santiago Carvajal,False,"Que hermoso esta este álbum de lo mejor que han sacado si dua lipa o Taylor Swift se llevan el álbum del año será un robo total a esta obra de arte, es exquisita de escuchar.",2021-03-01 07:10:18.061796,53,True,0,[]
1462,Eusth Asias,False,Thank You Coldplay.,2021-10-01 07:10:18.063723,0,True,0,[]
1463,Franz Saico Mamani,False,Buena Musica,2022-02-15 07:10:18.064721,0,True,0,[]
1464,Eloiza Gama,False,the bast !!! Beautifull!!!,2021-07-01 07:10:18.066715,0,True,0,[]
1465,Alan Brown,False,Brilliant. Thank you from AL&Annabelle.,2021-06-01 07:10:18.068710,0,True,0,[]
1466,Anderson Hoffmann,False,"Thank U Coldplay, love yours",2021-05-01 07:10:18.069707,0,True,0,[]
1467,Julia Velho,False,"Thaaaaaaaank you, Coldplay! The world is better with you!",2021-03-01 07:10:18.071731,39,True,1,[1481]
1468,Katy,False,I have no idea what the lady is saying but she sounds like a goddess! ❤️,2021-06-01 07:10:18.072700,0,True,1,[1482]
1469,silviac221,False,"Additional musicians

    Omorinmade Anikulapo-Kuti – alto saxophone (track 7)
    Babatunde Ankra – trombone (track 7)
    Drew Goddard – guitar
    Daniel Green – keyboards
    Samir Joubran – oud
    Wissam Joubran – oud
    Adnan Joubran – oud
    Femi Kuti – horn
    Made Kuti – orchestrionics
    Ayoola Magbagbeola – tenor saxophone
    Max Martin – keyboards
    Gbenga Ogundeji – trumpet
    Bill Rahko – keyboards
    Davide Rossi – strings
    Rik Simpson – keyboards",2021-09-01 07:10:18.074733,0,True,0,[]
1470,Villa Liberty B&B,False,Top !!!,2021-12-01 07:10:18.076689,0,True,0,[]
1471,sabbir sourov,False,awesome place. Would like to go there  if  i get a chance.,2021-06-01 07:10:18.078683,0,True,0,[]
1472,laura brito,False,i love coldplay,2021-06-01 07:10:18.080678,0,True,0,[]
1473,Martín Marchetti,False,I like Live in Jordan version more than studio version,2021-03-01 07:10:18.081704,67,True,5,"[1483, 1484, 1485, 1486, 1487]"
1474,Shamiso Banda,False,"When he wails ""you're so far away"" during Daddy!! 😭😭😭😭",2022-02-08 07:10:18.082672,0,True,0,[]
1475,Causer Ëffect,False,One love 🙏❤️✨,2021-08-01 07:10:18.084667,0,True,0,[]
1476,Julie Nederveen,False,Cool and  groovy 🐱,2021-06-01 07:10:18.085664,2,True,0,[]
1477,Olufemi Taiwo,False,Nice jazz and afrobeats infusion by Femi Kuti... Now I understand what signature sound really means.,2022-02-16 07:10:18.087659,0,True,0,[]
1478,Juan Rodriguez,False,The best ever...,2021-12-01 07:10:18.088656,1,True,0,[]
1479,DMartinez,False,"Que clase de estos pedazos de artista, por siempre COLDPLAY  🦾",2021-04-01 07:10:18.090651,85,True,0,[]
1480,Сергей Горбунов,False,"Что-то это больше,чем музыка и слова)Не правда ли?",2021-07-01 07:10:18.092675,0,True,0,[]
1481,Steven Robertson,False,And many like yourself that all believe in joy peace ☮️💓 in the world we have had it with fighting poverty homelessness etc.,2021-04-01 07:10:18.274781,1,False,0,[]
1482,Christopher Anthony John Martin,False,"Greetings
Thanks for your likes and comments on my official fan page I have noticed you.so I would appreciate if you contact me privately on my email address so that we can discuss
Email: christopheranthonyjohnmartin3@mail.com",2021-08-01 07:10:18.467438,0,False,0,[]
1483,Natacha Pizzini,False,"well we got a finished songs for starters lol also, I always prefer their live albums over their studio ones. My fave version of GPASUYF is the Live 2003 one.",2021-03-01 07:10:18.661474,1,False,0,[]
1484,Power Miracle,False,Me to lol,2021-03-01 07:10:18.662470,0,False,0,[]
1485,s m,False,Natacha Pizzini yes i love the live version,2021-03-01 07:10:18.663443,0,False,0,[]
1486,kerry nicholls,False,"Me too. Please release it on Spotify. The space, light, vibe and amazing sound engineering is unmatched awesome splendour.",2021-03-01 07:10:18.665464,1,False,0,[]
1487,Ran,False,Coldplay songs always sounds better in live version,2021-03-01 07:10:18.666460,1,False,0,[]
1488,Carlos André,False,"tenho 51 anos  e realmente a musicalidade de vcs é algo diferente no mundo, não existe nada igual.",2021-04-01 07:10:19.279324,50,True,1,[1508]
1489,Violeta Turner,False,Coldplay one of my favorites band! They are awesome 👏 💕😊,2021-04-01 07:10:19.280349,4,True,0,[]
1490,Laura María Betancourt Hernández,False,Amazing! I´m in love with this performance.,2021-04-01 07:10:19.282344,3,True,0,[]
1491,DAVID TOM,False,very nice ~!!,2021-06-01 07:10:19.284338,0,True,0,[]
1492,小梅,False,"Straight to my heart, shock to the extreme.(直击心灵，震撼之至。）I hope I can listen to a live concert one day. I love you forever, my favorite.💖💖💖",2021-03-01 07:10:19.285338,7,True,0,[]
1493,Ximena Quiroz,False,puro <3,2021-12-01 07:10:19.287301,0,True,1,[1509]
1494,Ingrida Kavaliauskienė,False,"6:40 Trouble in Town. Can't stop listening to it... especially from 9:20  Go, Jonny, go go",2021-04-01 07:10:19.288298,13,True,0,[]
1495,Marcia Catarina,False,"Eh! lá vou eu nas minhas longas caminhadas, com essa Banda de excelência!!!!! . Obrigado!",2021-04-01 07:10:19.290293,4,True,0,[]
1496,Bruno Lacerda,False,"Sem dúvida melhor banda do mundo, muito feliz por ter assistido ao show de vocês. Parabéns 🇧🇷🇧🇷",2021-04-01 07:10:19.292317,7,True,0,[]
1497,FAD Channel Family,False,Wow amazing,2021-05-01 07:10:19.294321,0,True,0,[]
1498,Joseane Rosa,False,Maravilhoooooso! Maravilhoooooso! Maravilhoooooso!,2021-04-01 07:10:19.296307,5,True,0,[]
1499,Raúl Abrego,False,The best music,2021-06-01 07:10:19.298302,0,True,0,[]
1500,KJ B,False,"Thinking about my dad, he loved coldplay , hes been gone for just over a month now, I shall listen whilst I try and go to sleep , thankyou for this 🥰",2021-03-01 07:10:19.299298,11,True,1,[1510]
1501,Mariana Munive,False,"I love their music, it's just beautiful!",2021-04-01 07:10:19.301294,1,True,0,[]
1502,EVELYN SCOTT,False,"Every time I watch this amazing video- I get more emotional and love it even more. Totally all genius musicians, singers, videography just everything.",2021-04-01 07:10:19.303288,3,True,0,[]
1503,Elena KATUSHKA,False,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2021-10-01 07:10:19.304285,1,True,0,[]
1504,Feli Ramo Beltran,False,SIEMPRE SERÉ TU AMIGA....Eres una persona maravillosa...magnífica como el cielo de Jordan,2021-04-01 07:10:19.306251,0,True,0,[]
1505,Tadira Life,False,Nice songg😘,2021-12-01 07:10:19.308273,0,True,0,[]
1506,It's me Olga Suzana,False,VOCÊS SÃO PERFEITOS COISA MAIS LINDA 😭,2021-04-01 07:10:19.310239,26,True,0,[]
1507,Its Me LB: Life is Beautiful,False,"I love coldplay! Their songs is legendary, full of emotions and life! 🙏🏻♥️",2021-05-01 07:10:19.312260,7,True,0,[]
1508,Kaze.D Shiny,False,São maravilhosos sempre o tempo inteiro amo  Coldplay,2021-10-01 07:10:19.502113,0,False,0,[]
1509,ONNIE TALONE,False,"they are going to be around a long time and be our eyes, >3",2022-01-01 07:10:19.689069,0,False,0,[]
1510,choumicha37,False,I Hope you're at Peace Now🙏🌹❤️,2021-05-01 07:10:19.883196,1,False,0,[]
1511,_ iza _,False,"Once upon a time I heard Yellow and fell in love.... And I still am, with each album even more!... This is the longest of my relationships and  we will stay together for the rest of my days. That's the only thing in this world I am sure of.",2021-03-01 07:10:20.201716,28,True,1,[1531]
1512,consuelo galvez bustamante,False,"It is beautiful what they convey ...feel all at once nostalgia, hope, emotion and joy",2021-04-01 07:10:20.202713,2,True,0,[]
1513,Maria Fernanda Rios,False,"Love you, Chris!!! You are a GENIUS!",2021-05-01 07:10:20.204708,4,True,0,[]
1514,jose Pinto,False,amazing,2021-09-01 07:10:20.206703,0,True,0,[]
1515,Laura Vazquez,False,"Impresionante, hermoso ♥️",2021-04-01 07:10:20.208697,5,True,0,[]
1516,J R,False,Larga vida a Jordania.,2021-06-01 07:10:20.210693,0,True,0,[]
1517,Pearl Lee,False,"Thank you Coldplay, my ears are blessed.",2021-03-01 07:10:20.212687,28,True,0,[]
1518,Dominick Boren,False,Very easily Coldplay's best work in the last 10 years. Amazing album!,2021-05-01 07:10:20.214681,5,True,0,[]
1519,Daniela Rodríguez,False,I love it💜,2021-04-01 07:10:20.215679,1,True,0,[]
1520,Abel Montero,False,👏👏👏👏💯💯💯,2021-07-01 07:10:20.217673,0,True,0,[]
1521,jimxcy,False,One of the best bands ever!!!,2021-04-01 07:10:20.219668,3,True,0,[]
1522,Porpiiepor PorsGoodGood,False,"I love your word "" Thank you to everybody who's make this possible""",2021-05-01 07:10:20.220665,0,True,2,"[1532, 1533]"
1523,Renegade,False,Coldplay songs can end international wars . they have magic in their song which melt a heart of stone,2021-03-01 07:10:20.222660,60,True,3,"[1534, 1535, 1536]"
1524,Edu Luna,False,"amo a coldplay me encanta toda su música, este álbum es uno de los mejores trabajos que han echo, felicidades.",2021-04-01 07:10:20.224655,1,True,1,[1537]
1525,Diana Balasa,False,Amazing concert 🎉🎉,2021-04-01 07:10:20.225652,3,True,0,[]
1526,Tara Hall,False,beautiful,2021-05-01 07:10:20.228645,0,True,0,[]
1527,Alex Dagnall,False,41:55 - 44:48 Absolutely beautiful.... i wonder if they would make it into a full track?,2021-04-01 07:10:20.229642,0,True,1,[1538]
1528,lise faye,False,super....!!!!,2022-01-01 07:10:20.231666,1,True,0,[]
1529,yani lopes,False,Sua voz é a perfeita resposta de Deus aos nossos ouvidos..vcs são maravilhosos,2021-03-01 07:10:20.232633,48,True,3,"[1539, 1540, 1541]"
1530,SANTIAGO M. R.,False,"Grandes, grandes, grandes.  Grandes amigos, grandes músicos y excelentes personas¡¡¡¡¡¡",2021-04-01 07:10:20.234628,0,True,1,[1542]
1531,Gokul G,False,"My first coldplay song was hymn for the weekend i am late (16yo) but then i heard scientist ,yellow and viva la vida also, now i am here ever since",2021-03-01 07:10:20.427339,0,False,0,[]
1532,Patricia Soares,False,555,2021-05-01 07:10:20.625794,1,False,0,[]
1533,09 I MADE JANA PRASETYA,False,I’m,2021-05-01 07:10:20.627760,0,False,0,[]
1534,Rebecca Tornaritis,False,Beautifully written,2021-03-01 07:10:20.818554,1,False,0,[]
1535,Ryan Ocampo,False, @Rebecca Tornaritis  aaa<<)0,2021-03-01 07:10:20.819557,0,False,0,[]
1536,NosorogGoroson,False,I wish. But guys who make wars are deeply disturbed. They would not ever listen this.,2021-03-01 07:10:20.821548,0,False,0,[]
1537,Marcos Gouvea,False,"Sensacional, Coldplay!",2021-05-01 07:10:21.016917,0,False,0,[]
1538,Meagan Bass,False,"It is a full track, on the ""Everyday Life"" album. I believe the text is in Arabic but the translation is ""Bani Adam,"" or ""Children of Adam.""",2021-11-01 07:10:21.201675,0,False,0,[]
1539,Roberto Jose Cerpa Castro,False,"Razão total, elixir para ouvidos e cérebro. um abraço de um venezuelano.",2021-03-01 07:10:21.419057,1,False,0,[]
1540,Bogomila Chelebieva,False, @Roberto Jose Cerpa Castro  b be ts,2021-03-01 07:10:21.420025,0,False,0,[]
1541,Simone Nunes,False,Perfeita som para minha alma,2021-04-01 07:10:21.422033,0,False,0,[]
1542,SANTIAGO M. R.,False,woderfull concert¡¡¡,2021-04-01 07:10:21.604637,0,False,0,[]
1543,Jaime Báez Peñuela,False,"Impresionante. ¡Qué músicos! ¡Bravo, Coldplay!",2021-03-01 07:10:21.944890,70,True,35,"[1563, 1564, 1565, 1566, 1567, 1568, 1569, 1570, 1571, 1572, 1573, 1574, 1575, 1576, 1577, 1578, 1579, 1580, 1581, 1582, 1583, 1584, 1585, 1586, 1587, 1588, 1589, 1590, 1591, 1592, 1593, 1594, 1595, 1596, 1597]"
1544,Austin Loud,False,"What a show ! Thank you guys, watching you bringing all this life in a city that seems uninhabited is absolutely amazing 🌈",2021-03-01 07:10:21.945888,1,True,0,[]
1545,It's me Olga Suzana,False,EU AMO DEMAIS 😭,2021-04-01 07:10:21.947882,2,True,0,[]
1546,tukang ngoprek,False,Mantappp🥰,2022-01-01 07:10:21.949876,0,True,0,[]
1547,SeekGod FirstAllways,False,WE LOVE U COLDPLAY!! 😁👏🏼👏👏🏽👏🏿👏🏾👏🏻,2021-04-01 07:10:21.951872,1,True,0,[]
1548,SILOGISME,False,The Band my favorit all the time,2021-07-01 07:10:21.952869,0,True,0,[]
1549,Oluwatobi Asekun,False,"Gosh, imagine watching Coldplay Live! Early in the morning, from the roof top or balcony. 🤯 So dope",2021-03-01 07:10:21.954863,30,True,1,[1598]
1550,Mura Carvalho,False,Brasil Amo seus trabalho artístico menino sou fã parabéns😉😂😇,2021-04-01 07:10:21.955833,1,True,0,[]
1551,Miguel Angel,False,MARAVILLOSO LP.... SALUDOS DESDE CHILE..... GRACIAS CHRIS.... SALUDOS DE SDE  AMERICA DEL SUR,2021-04-01 07:10:21.958852,1,True,0,[]
1552,Margarita Gordon,False,Always superlative,2021-12-01 07:10:21.959850,0,True,0,[]
1553,Gianich Márceres,False,Coldplay's music can really make feel calm,2021-04-01 07:10:21.961845,3,True,0,[]
1554,oprana d,False,Magnifique  ds les étoiles..,2021-09-01 07:10:21.963842,0,True,0,[]
1555,rsd 477,False,I like how they did remote concerts before we all found out thats the only type of concert that could be done for the next 2 years,2021-03-01 07:10:21.964808,71,True,1,[1599]
1556,Claire Casal,False,"Grandioss, worthy of a Mozart or Beethoven, Chopin for all the emotions that this masterpiece gives me. Too underestimated but one day will know glory like Vanghog I hope not. I love you Chris for your geni, and a big thank you to all your musicians, to ph, to David holmes to all those who participated in this masterpiece",2021-05-01 07:10:21.966832,4,True,0,[]
1557,Angela Mitten,False,I just love this concert so much! Lots of love from me 💓😄,2021-03-01 07:10:21.967829,1,True,0,[]
1558,Dance Party Club,False,Nice music,2021-08-01 07:10:21.969823,6,True,0,[]
1559,pehostde,False,I really love this album. It‘s great and it’s art!,2021-04-01 07:10:21.970822,1,True,0,[]
1560,Enrique Aldo Garcia,False,Muchas gracias,2022-02-01 07:10:21.972986,0,True,0,[]
1561,chrizeira,False,Cadê os Brasileiro que curte Coldplay??,2021-03-01 07:10:21.974981,38,True,5,"[1600, 1601, 1602, 1603, 1604]"
1562,rosilene correia dos santos correia,False,vendo esta live linda sou fã a muitos anos só pra deixar marcado hoje 10/04/2021 as 01:27,2021-05-01 07:10:21.976977,1,True,1,[1605]
1563,Jaime Báez Peñuela,False,¡Es una joya! ¡No paro de escucharlo y analizarlo! ¡Feliz aniversario!,2021-03-01 07:10:22.210119,6,False,0,[]
1564,Jaime Báez Peñuela,False,¡Y nominado al Grammy!,2021-03-01 07:10:22.212141,5,False,0,[]
1565,Efrain Encina,False,. P. Po. Po. P.... Op.... O. Pll.. Pl.? Lp,2021-03-01 07:10:22.213139,0,False,0,[]
1566,Efrain Encina,False, @Jaime Báez Peñuela  l,2021-03-01 07:10:22.214137,1,False,0,[]
1567,Efrain Encina,False, @Jaime Báez Peñuela .......,2021-03-01 07:10:22.215105,0,False,0,[]
1568,Efrain Encina,False,.......lpl......l.l,2021-03-01 07:10:22.216102,0,False,0,[]
1569,Efrain Encina,False,...y. L. Lll. L,2021-03-01 07:10:22.218120,0,False,0,[]
1570,Efrain Encina,False,L,2021-03-01 07:10:22.219123,0,False,0,[]
1571,Efrain Encina,False,..,2021-03-01 07:10:22.220120,0,False,0,[]
1572,Efrain Encina,False,..,2021-03-01 07:10:22.221097,0,False,0,[]
1573,Efrain Encina,False,.? L,2021-03-01 07:10:22.513736,0,False,0,[]
1574,Efrain Encina,False,) l,2021-03-01 07:10:22.515701,0,False,0,[]
1575,Efrain Encina,False,. L,2021-03-01 07:10:22.516698,0,False,0,[]
1576,Efrain Encina,False,L.,2021-03-01 07:10:22.517695,0,False,0,[]
1577,Efrain Encina,False,. Llll,2021-03-01 07:10:22.518692,0,False,0,[]
1578,Efrain Encina,False,.. Lll,2021-03-01 07:10:22.519690,0,False,0,[]
1579,Efrain Encina,False,.?. Ll,2021-03-01 07:10:22.521714,0,False,0,[]
1580,Efrain Encina,False,.?. Ll.,2021-03-01 07:10:22.522682,0,False,0,[]
1581,Efrain Encina,False,.. L.,2021-03-01 07:10:22.524677,0,False,0,[]
1582,Efrain Encina,False,.. L. Ll,2021-03-01 07:10:22.525674,0,False,0,[]
1583,Efrain Encina,False,. L,2021-03-01 07:10:22.526671,0,False,0,[]
1584,Efrain Encina,False,. Ll,2021-03-01 07:10:22.528666,0,False,0,[]
1585,Efrain Encina,False,.. L,2021-03-01 07:10:22.529663,0,False,0,[]
1586,Efrain Encina,False,.. L. L.,2021-03-01 07:10:22.530660,0,False,0,[]
1587,Efrain Encina,False,.. L. L.,2021-03-01 07:10:22.531659,0,False,0,[]
1588,Efrain Encina,False,.. L. L.,2021-03-01 07:10:22.532657,0,False,0,[]
1589,Efrain Encina,False,.. L. L.,2021-03-01 07:10:22.534650,0,False,0,[]
1590,Efrain Encina,False,.. L. L.,2021-03-01 07:10:22.535647,0,False,0,[]
1591,Efrain Encina,False,..,2021-03-01 07:10:22.536644,0,False,0,[]
1592,Efrain Encina,False,.,2021-03-01 07:10:22.537642,0,False,0,[]
1593,Jaime Báez Peñuela,False,¡Feliz Navidad!,2021-03-01 07:10:22.538639,2,False,0,[]
1594,Roberto Jose Cerpa Castro,False,Siempre!!!,2021-03-01 07:10:22.540635,0,False,0,[]
1595,Jaime Báez Peñuela,False, @Roberto Jose Cerpa Castro  Cada día trascienden más.,2021-03-01 07:10:22.541631,1,False,0,[]
1596,Jaime Báez Peñuela,False,¡Dos semanas para el Grammy!,2021-03-01 07:10:22.542629,1,False,0,[]
1597,Jaime Báez Peñuela,False,¡Vamos por los 10 millones!,2021-07-01 07:10:22.544623,1,False,0,[]
1598,OO,False,We are!,2021-03-01 07:10:22.748173,0,False,0,[]
1599,Melissa John,False,They knew what was about to happen,2021-04-01 07:10:22.954666,2,False,0,[]
1600,Carlos Vieira,False,Aqui!,2021-03-01 07:10:23.168770,1,False,0,[]
1601,么BANXL,False,Eu,2021-03-01 07:10:23.169767,1,False,0,[]
1602,Gabriel de Sousa Silva,False,É noixxx,2021-03-01 07:10:23.171763,1,False,0,[]
1603,lucia cortes garcia,False,🙋‍♀️eu também,2021-03-01 07:10:23.172759,1,False,0,[]
1604,- Letícia,False,🙋🏻‍♀️🙋🏻‍♀️,2021-03-01 07:10:23.173756,1,False,0,[]
1605,Christopher Anthony John Martin,False,"Hello greetings
Thanks for your likes and comments on my official fan page I have noticed you.so I would appreciate if you contact me privately on my email address so that we can discuss
Email: christopheranthonyjohnmartin3@mail.com",2021-08-01 07:10:23.363091,0,False,0,[]
1606,Vassa Shin,False,Это так прекрасно! Спасибо!,2021-03-01 07:10:23.662617,15,True,2,"[1626, 1627]"
1607,Nicholas Flavell,False,you can't beat that middle eastern Light. So beautiful!! I was lucky enough to be there 3 times in the 90's. Just Magical xoxo,2021-05-01 07:10:23.664612,1,True,0,[]
1608,Gulnar Rustamova,False,I can hear and watch this non stop. Masterpiece. Thanks a lot Coldplay,2021-04-01 07:10:23.665610,2,True,0,[]
1609,Inocencia Leandro,False,"Thank you from Mozambique, i love you guys!",2022-02-27 07:10:23.666607,0,True,0,[]
1610,Moreno Rodrigues,False,Nem sei o que dizer....só sei que sou muito fã...,2021-04-01 07:10:23.668601,0,True,0,[]
1611,axmanCLIPS,False,greatful !,2021-07-01 07:10:23.670597,0,True,0,[]
1612,Saif Ziya,False,Arabesque had me elevated. ❤️,2021-03-01 07:10:23.671592,10,True,0,[]
1613,Rosalia Delgado Bermudez,False,Maravilloso,2021-04-01 07:10:23.673579,0,True,0,[]
1614,nickolaspl86,False,One Day I will have the opportunity to go to their concert again... my favorite band.,2021-04-01 07:10:23.675582,1,True,0,[]
1615,Estefani A,False,i come here every single day of my life,2021-12-01 07:10:23.677551,0,True,0,[]
1616,Japjeet Kaur,False,This is so amazing I truly respect and is truly blessed by Coldplay music.,2021-05-01 07:10:23.679231,2,True,0,[]
1617,Preet xl'nc,False,Thank you so much 💗,2021-06-01 07:10:23.681222,0,True,0,[]
1618,Clint Allen,False,"This experience reminds me of U2's documentary shot in the round, some Dave Matthew's band mixed in...a  spiritual journey that transcends any religious affiliation....we are one....thank you Coldplay for moving in the spirit and taking us along with you.",2021-03-01 07:10:23.682220,23,True,0,[]
1619,Carlos Henrique Paresque,False,Maravilhoso. Refrigera nossa alma. Obrigado. (Carlao- Lagoa Danta. Marataizes. Espirito Santo. Brazil),2021-03-01 07:10:23.684239,1,True,0,[]
1620,Mauro Dallaglio,False,spettacolari in questo video tutti i cantanti e suonatori : decisamente piacevole ( Ottima regia )     :),2021-03-01 07:10:23.685237,0,True,0,[]
1621,Neusa Patricia Costa Rodrigues,False,❤❤❤,2021-09-01 07:10:23.686234,0,True,0,[]
1622,Chantale Laforge,False,"I cry every time I hear that song, tears of joy , I assume, such a beautiful song. Bravo Coldplay .",2021-03-01 07:10:23.688229,1,True,0,[]
1623,The Lillypillies,False,amazing,2021-07-01 07:10:23.689202,0,True,0,[]
1624,quigonreturns again,False,"“Everyday life” 
Almost prophetic. Like they knew the world was about to change.",2021-05-01 07:10:23.691227,40,True,1,[1628]
1625,Shirene Dovey,False,Truly beautiful- thank you for sharing your talents and gifts so generously with us all- this album has hit my heart and the tears have flowed but it has also brought my such peace when my days are overwhelming and the darkness surrounds- I hope I get to see you in concert one day and that you get to read the comments here to see how much your music means to so many,2021-04-01 07:10:23.693191,1,True,0,[]
1626,Terman Merman,False,"Действительно, прекрасно!",2021-03-01 07:10:23.883902,0,False,0,[]
1627,Алмаз,False,Согласна,2021-03-01 07:10:23.885896,0,False,0,[]
1628,Alfredo Villalba,False,I feel this way too.,2021-06-01 07:10:24.068879,3,False,0,[]
1629,As Mae,False,we need this in every place in the world..Love from Morocco ❤❤😘,2021-03-01 07:10:24.367998,9,True,0,[]
1630,Bele Lezcano,False,"cada vez que no se que escuchar, pongo este album <3",2021-04-01 07:10:24.369962,3,True,0,[]
1631,Julián De Stéfano,False,Excelent performance... thank you Coldplay from Argentina,2021-05-01 07:10:24.371959,0,True,0,[]
1632,J. P,False,👍💗🇵🇱,2022-02-18 07:10:24.373984,1,True,0,[]
1633,Linda Eichinger,False,"I always listen to Coldplay when I'm high up in the sky above the clouds to calm my mind because there is nothing worse than flying for me. 
Now I'm listening to Coldplay down on earth  to calm my mind during Corona and I'm thinking yearningly how it would be to fly on my bicycle heading upwards from the earth.....",2021-04-01 07:10:24.375947,1,True,0,[]
1634,Albertina Camus,False,Melancholic album,2021-10-01 07:10:24.377942,0,True,0,[]
1635,Neide Santos,False,Que cidade linda !!! Tudo branco adorei !!!,2021-03-01 07:10:24.378939,28,True,1,[1649]
1636,TwentyTwo Ricardo,False,Amazing performance.,2021-03-01 07:10:24.379969,0,True,0,[]
1637,scandella josé,False,"C'est tout simplement une très belle idée et de chanter avec la jeunesse jordanienne, c'est très bien ! Merci",2021-04-01 07:10:24.381960,0,True,0,[]
1638,Jánosné Sebők,False,Wonderful dawn,2021-06-01 07:10:24.383954,0,True,1,[1650]
